Book,Chapter,Verse,Text
DEU,5,32,Todule̩ me̩ ki fejutʼo̩ ku me̩ che tʼeju alu ki Jihofa O̩jo̩-me̩ ñwa ñwu me̩; ame̩ ki na tʼo̩wo̩ awo̩to̩ abe̩k awohi n.
DEU,5,33,"Ame̩ ki lule̩ o̩na du ki Jihofa O̩jo̩-me̩ ñwa ñwu me̩, todu kʼame̩ ki deju, todu ki la ra ñwu me̩, kʼame̩ ki kpojolugbo oj ane̩ kʼame̩ ane̩ le̩."
DEU,6,1,"Uko̩ le̩ kpai uhio̩me̩ kpai oji ajo̩ e-ki Jihofa O̩jo̩-me̩ ñwa ñwu mi kʼu ko̩ me̩ jo̩-i, kʼame̩ ki che tʼeju-wñ oj ane̩ ugbo ku me̩ adaba nyi ku me̩ ne̩ le̩;"
DEU,6,2,"todu kʼuwe̩ ki railo Jihofa O̩jo̩-we̩, kʼe̩ fʼuhio̩me̩-wñ kpai uko̩-wñ kʼi te̩ ñw e̩ le̩ du de, owñ chʼe-kʼu nañwa ñw e̩-i, tʼuwe̩, tʼo̩ma-we̩ e̩ne̩ke̩le̩, tʼaaju-we̩, o̩jo̩ du kʼojo̩lugbo-we̩ kade; todu kʼe̩ ño̩ kpojolugbo nana."
DEU,6,3,"Todule̩ e̩ nagbo̩, O Israe̩l, kʼe̩ la fejutʼo̩ kʼe̩ che tʼeju-wñ; todu ki ra ñw e̩, todu kʼame̩ ki wewe e̩kute̩, alu ki Jihofa, O̩jo̩ e-amata-we̩, katane̩ ñw e̩, owñ chʼoj ane̩ ugbo kʼomi e̩nya kpai iño̩ acha le̩."
DEU,6,4,"O Israe̩l, gbo̩ ke: Jihofa O̩jo̩-wa che Jihofa okate;"
DEU,6,5,uwe̩ ki la fe̩do̩ Jihofa O̩jo̩-we̩ kpai ef e̩do̩-we̩ du kpai ef onugo-we̩ du kpai ukpahiu-we̩ chaka.
DEU,6,6,O̩la kʼu nañwa ñw e̩ eñini-i ki gamʼe̩do̩-we̩;
DEU,6,7,"oñ uwe̩ ki ka ka ño̩ ka ñw amo̩ma-we̩, kʼe̩ la nʼoluka-wñ ache e̩gba kʼe̩ guguane̩ ef unyi-we̩ kpai e̩gba kʼe̩ tʼej o̩na alule̩ kpai e̩gba kʼe̩ kwodachi kpai e̩gba kʼe̩ kwane̩."
DEU,6,8,"Uwe̩ ki fʼu ji manyʼo̩wo̩-we̩ kʼi chʼujiwe, i ki la ache e̩wñ o̩gba oji kʼe̩ du manyʼagbagba igbegbeneju-we̩."
DEU,6,9,"Uwe̩ ki la fʼu ko̩ nyʼoli alugbo̩na unyi-we̩, kpai o̩la e̩wñ kʼe̩ du re alaku-we̩."
DEU,6,10,"Tak i awatu, e̩gba ki Jihofa O̩jo̩-we̩ dʼe̩ wʼane̩ e-kʼi go̩ ñw amata-we̩, Ebraham kpai Aise̩k kpai Jeko̩b, kʼi adu ñw e̩, manyʼewo ewo ki nana kʼi nyo̩, e-ki ma chʼuwe̩ ko̩ n,"
DEU,6,11,"kpai unyi unyi ki che̩ko̩ ñw e̩wñ e̩nyo̩ du, e-ki ma chʼuwe̩ ko nyʼu tak i ko̩ n, kpai obuga ki chʼe̩gwa te̩, e-ki ma chʼuwe̩ gwa n, kpai uche̩ achiwebe̩te̩ma kpai oli o̩lif, e-ki ma chʼuwe̩ gbe̩ n, kʼe̩ je̩ kefu,"
DEU,6,12,"e̩gbale̩ e̩ ki fʼo̩la-we̩ de tode̩gba kʼe̩ gbenyo̩ Jihofa kʼi mʼuwe̩ du kwʼane̩ Ijipti, kwef unyi adu le̩ dufu."
DEU,6,13,"Uwe̩ ki railo Jihofa O̩jo̩-we̩, uwe̩ ki rʼo̩, kʼe̩ la nʼodu-wñ ago̩."
DEU,6,14,"Ame̩ ki tʼamo̩jo̩ omune̩ ubi n, owñ chʼamo̩jo̩ amone̩ ku ma lʼume̩ daka le̩;"
DEU,6,15,"todu Jihofa O̩jo̩-we̩ kʼi dʼalumeji-we̩ le̩ chʼO̩jo̩ ajogu; tode̩gba kʼuwe̩do̩ Jihofa O̩jo̩-we̩ mutajo bʼuwe̩ ma, kʼi la fʼuwe̩ chile̩che̩ bʼeju ane̩-ile̩-i te̩."
DEU,6,16,Ame̩ ki la ji Jihofa O̩jo̩-me̩ ma alu ku me̩ jʼowñ ma Masa le̩ n.
DEU,6,17,"Me̩ ki nʼe̩do̩chacha ade uko̩ ki Jihofa O̩jo̩-me̩ te̩ kpai o̩la ibenu-wñ kpai uhio̩me̩-wñ, e-kʼi ñwa ñw e̩ le̩."
DEU,6,18,"Uwe̩ ki la che e̩wñ ki chʼo̩kpakpa kʼi ño̩ chenyo̩ eju Jihofa, todu kʼi ra ñw e̩, todu kʼuwe̩ ki nyʼo̩mo̩ kʼe̩ la ne̩ ane̩ ki nyo̩ ki Jihofa go̩ ñw amata-we̩"
DEU,6,19,"ka kʼi akʼame̩nebi-we̩ chaka e̩che̩ rʼo̩gba-we̩, alu ki Jihofa ka le̩."
DEU,6,20,"E̩gba kʼo̩ma-we̩ e̩ne̩ke̩le̩ tʼuwe̩ ene ejo̩gba-i kakini, E̩wñ chʼofe o̩la ibenu kpai o̩la uhio̩me̩ kpai oji ajo̩ e-ki Jihofa O̩jo̩-wa ñwa ñw e̩ ta?"
DEU,6,21,"E̩gbale̩ uwe̩ aka ñw o̩ma-we̩ e̩ne̩ke̩le̩ kakini, A chʼamadu Fero Ijipti; taki Jihofa nʼo̩wo̩ ukpahiu ko wa kwʼ Ijipti dufu wa;"
DEU,6,22,"Jihofa la dʼujiwe kpai uno̩ inaina kpai e-ki bie̩ne̩ ñe̩ña abʼoji Ijipti ma kpai abʼoji Fero ma kpai abʼoji abo unyi-wñ du ma, eju-wa;"
DEU,6,23,"oñ i mʼuwa ko kwʼo̩mo̩ dufu, todu kʼi ko wa wʼejefu-i, kʼi la dʼane̩ kʼi go̩ ñw amata-wa le̩ ñw a."
DEU,6,24,"Taki Jihofa ñwa ñw a kʼa che tʼeju e̩wñ uhio̩me̩-i chaka, kʼa railo Jihofa O̩jo̩-wa, todu ki nyo̩ ñw a o̩jo̩ du, todu kʼi fejute̩ wa kʼa deju, alu kʼa de̩ eñini-i,"
DEU,6,25,"Oñ e-le̩ achʼo̩kpakpa-wa iche̩wñ kʼa fejutʼo̩, kʼa che tʼeju uko̩-i du eju Jihofa O̩jo̩-wa, alu kʼi ñwa ñw a le̩."
DEU,7,1,"E̩gba ki Jihofa O̩jo̩-we̩ dʼuwe̩ wʼoj ane̩ ugbo kʼuwe̩ anyi kʼe̩ ne̩ le̩, kʼi la mʼabo uche̩ichi chi rinyo̩ bʼuwe̩ o̩gba te̩, owñ chʼabo He̩t kpai abo Girgash kpai abo Amo̩r kpai abo Kenan kpai Pe̩re̩z kpai abo Hifai kpai abo Je̩bius, amuche̩ichi amone̩ mebie ku ma wewe ku ma la ño̩ gbiti tʼuwe̩ le le̩,"
DEU,7,2,"oñ e̩gba ki Jihofa O̩jo̩-we̩ kʼabo le̩ jo̩ ñw e̩, kʼuwe̩ la fʼuma gwoda; e̩gbale̩ uwe̩ ki ko ma jo̩ ñw O̩jo̩ hioko; uwe̩ ki kpʼalo okate kpai ama n, uwe̩ ki la li ejumomi-ma n."
DEU,7,3,"Uwe̩ ki la ne̩ ma chʼo̩ya n, ama ki nʼabobule̩ e-me̩ n; uwe̩ ki dʼo̩ma-we̩ onobule̩ kpʼo̩ma-ma e̩ne̩ke̩le̩ n, uwe̩ ki la ne̩ o̩ma-ma onobule̩ ñw o̩ma-we̩ e̩ne̩ke̩le̩ n."
DEU,7,4,"Todu i arʼo̩ma-we̩ da bʼumi ubi te̩, kʼama ki re̩ amo̩jo̩ omune̩: abe̩le̩ tak uwe̩do̩ Jihofa ma atajo bʼuwe̩ ma, oñ i ma fʼe̩ chile̩che̩ piopio."
DEU,7,5,"Ama abu kʼame̩ ache ama de̩: ame̩ ki gu ubo̩ iche̩bo̩-ma lo̩, ku me̩ la kpʼojibo-ma fo̩, me̩ ki fʼAshe̩rim-ma lo̩ rinyo̩, ku me̩ nʼuna gu ojibo-ma ku ma gbe̩ jo̩."
DEU,7,6,"Todu uwe̩ chʼamone̩ ki afo̩ todu Jihofa O̩jo̩-we̩; Jihofa O̩jo̩-we̩ fʼuwe̩ chi kʼe̩ chʼamone̩ kʼowñ onugo ane̩, kwef amone̩ du ku ma jo̩ ile̩-i."
DEU,7,7,"E̩do̩ Jihofa la gamʼume̩ kʼi la fʼume̩ chi ñw o̩la-wñ, ukpe̩ ku me̩ wewe tʼamone̩ du le n; todu uwewe-me̩ nya tʼamone̩ du le;"
DEU,7,8,"chai todabu ki Jihofa afe̩do̩ me̩, kpai todabu kʼi ade o̩la kʼi go̩ ñw amata-me̩, todule̩ Jihofa nʼo̩wo̩ e̩gbiti ko me̩ dufu wa-i, oñ i fʼume̩ la kwef unyi adu tane̩, kwef o̩wo̩ Fero onu Ijipti."
DEU,7,9,"Todule̩ uwe̩ ki ma ka ki Jihofa O̩jo̩-we̩, O̩jo̩ owñ che, O̩jo̩ kʼi achubi one̩, e-kʼi ade alo kʼi kpe̩ kpai ufe̩de̩nyo̩ ugbo abo ku ma fe̩do̩ owñ, ku ma la de uko̩-wñ, gbogbo tʼo̩gba o̩gba icham nyʼo̩gwo̩ko̩,"
DEU,7,10,"i la aro̩me̩ ñw abo ku ma chulaka owñ ejugede, owñ chʼeje̩ ñwu ma lenyo̩ rʼile̩; i ache̩du ugbo e̩ne̩ kʼi achutaka-wñ n, i aro̩me̩ ñw u ejugede."
DEU,7,11,"Todule̩ uwe̩ ki de uko̩ le̩ kpai uhio̩me̩-wñ kpai oji ajo̩ e-kʼomi ñwa ñw e̩ eñini, kʼe̩ che tʼeju-wñ."
DEU,7,12,"Tak i awatu, iche̩wñ kʼame̩ netiru oji ajo̩-i, kʼame̩ fʼu de ku me̩ la che tʼeju-wñ maku Jihofa O̩jo̩-we̩ ade alo kʼi kpe̩ kpai ufe̩de̩nyo̩ e-kʼi go̩ ñw amata-we̩ kpʼuwe̩;"
DEU,7,13,"i afe̩do̩ we̩, i la adʼe̩nyo̩ ñw e̩, i lañʼaje̩ ñw e̩ wewe nyo̩gba; i ñʼade̩nyo̩ ñw ugbe̩ año̩la-we̩ kpai e̩ro ane̩-we̩, owñ chʼe̩wñ e̩yo̩-we̩ kpai omi achiwebe̩te̩ma-we̩ etito̩ kpai e̩kpo-we̩ kpai amo̩ma amokuno̩-we̩ kpai unawo ame̩wño̩re̩-we̩ egini, oj ane̩ e-kʼi go̩ ñw amata-we̩ ka kʼi adu ñw e̩."
DEU,7,14,"Uwe̩ i ade̩nyo̩ ñw u tʼamone̩ du le; tʼe̩ne̩ke̩le̩ tʼonobule̩ kʼi chʼagaji adʼefu-me̩ n, i la adʼefu ame̩la-we̩ abe̩re̩me̩le̩ n."
DEU,7,15,"Jihofa la akʼo̩ga du bʼe̩ o̩la te̩; i ñʼadʼo̩ga e̩bie̩ne̩ e-Ijipti okate e-kʼe̩ ma le̩, bʼe̩ ma n, i muda akʼo bʼabo ku ma chulaka-we̩ ma."
DEU,7,16,Uwe̩ ki la fʼamone̩ du e-ki Jihofa O̩jo̩-we̩ ako nyʼuwe̩ o̩wo̩ liye̩; e̩ ki li ejumomi-ma n; e̩ ki la re̩ amo̩jo̩-ma n; todu e-le̩ achʼoku ñw e̩.
DEU,7,17,"Iche̩wñ kʼuwe̩ aka ef e̩do̩-we̩ kakini, Abo uche̩ichi-i nana tʼumi le, ab u nale kʼu nabʼuma gba e̩wñ-ma?"
DEU,7,18,"E̩ ki railo ma n: uwe̩ ki muda dibekado e̩wñ ki Jihofa O̩jo̩-we̩ che Fero kpai abo Ijipti chaka,"
DEU,7,19,"owñ chʼajama inaina kʼeju-we̩ li le̩ kpai ujiwe kpai e̩wñ uno̩ kpai o̩wo̩ e̩gbiti kpai o̩wo̩ kʼi nadala te̩, e-ki Jihofa O̩jo̩-we̩ ne̩ du we̩ dufu wa le̩; abe̩le̩ Jihofa O̩jo̩-we̩ ache amone̩ du kʼailo-ma aba me̩."
DEU,7,20,"Anubile̩ ge̩, Jihofa O̩jo̩-we̩ ñʼakpʼamanukpe uche̩ rʼefu-ma, gbogbo tak abo ki bo̩ ku ma kʼo̩la-ma maja ñwu me̩ ki lenyo̩."
DEU,7,21,"E̩ ki chokpo ma n; todu Jihofa O̩jo̩-we̩ dʼalumeji-we̩, O̩jo̩ inaina kʼi abailo i che."
DEU,7,22,"Jihofa O̩jo̩-we̩ la ako abo uche̩ichi le̩ ro̩ rinyo̩ bʼuwe̩ o̩gba te̩ pe̩pe̩pe̩pe̩; uwe̩ aneke fʼuma liye̩ e̩gbakate n, tode̩gba kʼame̩wñ iñmi oko awewe bʼuwe̩ ma."
DEU,7,23,"Jihofa O̩jo̩-we̩ muda ako ma nyʼuwe̩ o̩wo̩ tʼo̩gba-we̩, i anʼe̩wñ uchobi inaina dʼuma utu gbogbo taku ma chile̩che̩ rinyo̩ kpa."
DEU,7,24,"Owñ la akʼamonu nyʼuwe̩ o̩wo̩, tak uwe̩ ki che kʼodu-ma ki lenyo̩ bʼo̩gane̩ efojale-i te̩; i anʼe̩ne̩ du kʼi aneke dago o̩gba-we̩ gbogbo tak e̩ fʼuma chile̩che̩ rinyo̩ kpa n."
DEU,7,25,"Ame̩ ki nʼuna gu ojibo amo̩jo̩-ma ku ma gbe̩ jo: ajifa kpai o̩jamalia ki dʼo̩la-ma ki nyo̩ we̩ eju kʼe̩ ne̩ n, uwe̩ ki la agba ñw o̩la-we̩ n, tode̩gba kʼi amʼe̩; todu e̩wñ ihie̩ne̩ i che ñwu Jihofa O̩jo̩-we̩."
DEU,7,26,"Uwe̩ ki la dʼe̩wñ ihie̩ne̩ wʼef unyi-we̩ kʼuwe̩ ki mud e̩wñ ku ma dute̩ ñw O̩jo̩ dab owñ n in; i ki chʼe̩wñ ulaka-we̩, kʼi la chʼe̩wñ ihie̩ne̩ ñw e̩; todu e̩wñ ku ma dute̩ ñw O̩jo̩ i che."
DEU,8,1,"Uko̩ du kʼu nañwa ñw e̩ eñini-i, ame̩ ki fejutʼo̩ ku me̩ che, kʼame̩ ki deju, ku me̩ wewe nyo̩gba, ku me̩ nyʼo̩mo̩ ane̩ ane̩ e-ki Jihofa go̩ ñw amata-me̩ le̩."
DEU,8,2,"Uwe̩ ki la dibekado o̩na du ki Jihofa O̩jo̩-we̩ te̩tane̩ we̩ le ef aje̩tachi-i o̩do̩ o̩gbo̩ meji-i, kʼi che kʼi hi uwe̩ wane̩, kʼi jʼuwe̩ ma, kʼi ma e̩wñ ki dʼef e̩do̩-we̩, abe̩k uwe̩ jʼade uko̩-wñ, abe̩k uwe̩ aje̩ n."
DEU,8,3,"Oñ i hi uwe̩ wane̩, i la je̩ ñw ebi kpʼe̩, tak i du mana e-kʼuwe̩ ma ma mama ta n ñw e̩ je̩, amata-we̩ la mʼo̩ n; todu kʼi je̩ ñw e̩ ma kakini, One̩ adeju lugbo uje̩wñ eje̩ kate n, chai lugbo o̩la du ki kwef alu Jihofa dufu oñ one̩ adeju."
DEU,8,4,"E̩wñ o̩la-we̩ la gbo rʼuwe̩ o̩la n, e̩re̩-we̩ la wu n, gbogbo o̩do̩ o̩gbo̩ meji-i."
DEU,8,5,"E̩ ki ma ef e̩do̩-we̩, ka kʼalu kʼone̩ akʼo̩ma-wñ o̩la, alu le̩ Jihofa O̩jo̩-we̩ akʼuwe̩ o̩la ge̩."
DEU,8,6,"Abe̩le̩ uwe̩ ki fʼuko̩ Jihofa O̩jo̩-we̩ de, kʼe̩ le o̩na-wñ, kʼe̩ la railo ow ñ."
DEU,8,7,"Todu Jihofa O̩jo̩-we̩ adʼuwe̩ wʼoj ane̩ e-ki nyo̩, ane̩ ki nʼaji aji, kpai ugbo kʼomi abi kwef ane̩ dufu, kpʼomi ki nʼefu kʼi acha ef o̩go̩-wñ kpai oj uwo-wñ,"
DEU,8,8,"ane̩ o̩ka wit kpai barli kpai ikeli achiwebe̩te̩ma kpai oli o̩gbaikolo̩ kpai po̩me̩grane̩t, ane̩ oli o̩lif kpai iño̩ i che,"
DEU,8,9,"ane̩ ugbo kʼuje̩wñ ma ñʼe̩ eje̩ n, e̩wñ du añʼe̩ o̩mo̩ n, ane̩ kʼokuta-wñ chʼebije kʼuwe̩ la neke gwa ebije ikpa kwef uwo-wñ."
DEU,8,10,"Uwe̩ la aje̩ kʼefu, tak uwe̩ akele Jihofa O̩jo̩-we̩ tod ane̩ ki nyo̩ kʼi du ñw e̩."
DEU,8,11,"E̩ nafʼo̩la-we̩ de tode̩gba kʼe̩ gbenyo̩ Jihofa O̩jo̩-we̩, owñ chʼuko̩-wñ kʼe̩ ma de n, kpai oji ajo̩-wñ kpai o̩la uhio̩me̩-wñ, e-kʼu nañwa ñw e̩ eñini-i:"
DEU,8,12,"tode̩gba, abu kʼe̩ fʼe̩wñ je̩ kʼefu-we̩ ko̩, kʼe̩ la fʼunyi o̩me̩me̩le̩ ko̩, kʼe̩ kwogugu efu-wñ,"
DEU,8,13,"kpai e̩gba kʼamokuno̩-we̩ kpai ame̩wño̩re̩-we̩ egini anana waa, kʼajifa-we̩ kpʼo̩jamalia-we̩ anana, kʼe̩wñ du kʼe̩ ne̩ anana nyo̩gba,"
DEU,8,14,"tak e̩do̩-we̩ kwane̩, kʼe̩ la gbenyo̩ Jihofa O̩jo̩-we̩, kʼi dʼuwe̩ kwʼane̩ Ijipti, kwef unyi adu le̩ dufu,"
DEU,8,15,"owñ kʼi ne̩ we̩ le gu ef aje̩tachi inaina ki abailo le̩ du, kʼejo e-una, kpai akpe jʼo̩mo̩, kpai ane̩ alugbe̩ ugbo kʼomiofo ma de̩ n, owñ kʼi du omiofo kwef okuta o̩mu ñw e̩,"
DEU,8,16,"owñ kʼi du mana ñw e̩ je̩ ef aje̩tachi, e-kʼamata-we̩ ma ma n, kʼowñ ki hi uwe̩ wane̩, kʼi la jʼuwe̩ ma, todu kʼi nyo̩ ñw e̩ O̩jo̩ otitala-we̩."
DEU,8,17,"Tode̩gba kʼuwe̩ aka ef e̩do̩-we̩ kakini, Ukpahiu-mi kpai o̩wo̩-mi ki gbiti oñ u du che e̩wñ anana-i ñw o̩la-mi."
DEU,8,18,"Uwe̩ ki muda dibekado Jihofa O̩jo̩-we̩, todu owñ chʼe̩ne̩ kʼi dʼukpahiu ñw e̩ kʼuwe̩ ane̩ e̩wñ anana; todu kʼi fʼalo kʼi kpe̩ e-kʼi go̩ ñw amata-we̩ le̩ lonyane̩, alu ki de̩ eñini-i."
DEU,8,19,"Oñ i awatu, i la che̩wñ kʼuwe̩ agba Jihofa O̩jo̩-we̩ nyo̩, kʼe̩ la lule̩ tʼamo̩jo̩ omune̩ ubi, kʼe̩ re̩ ma, kʼe̩ la dojikane̩ ñwu ma, nagbʼibenu nyʼume̩ eñini kide̩ kakini, Elenyo̩ ame̩ alenyo̩ pioo."
DEU,8,20,Alu kʼabo uche̩ichi e-ki Jihofa naje̩ ñwu ma lenyo̩ rʼame̩ o̩gba de̩ alu le̩ ame̩ alenyo̩ ge̩; todabu ku me̩ ko̩ enetirʼomu Jihofa O̩jo̩-me̩.
DEU,9,1,"O Israe̩l, gbo̩ ke; uwe̩ adaba Jo̩rdan eñini, kʼe̩ nyʼejefu o̩mo̩, kʼe̩ bʼabo uche̩ichi uche̩ichi ku ma nana, ku ma ño̩ gbiti tʼuwe̩ le gbʼane̩, ewo ewo ki nana, kʼaku-wñ te̩ kad ojale,"
DEU,9,2,"amokoro ki gbo̩gba, amo̩ma Anak le̩, e-kʼe̩ ma ma, kʼuwe̩ la gbo̩ inabali-ma kakini, E̩ne̩ neke bʼejafu amo̩ma Anak jo̩?"
DEU,9,3,"Todule̩ e̩ ki ma eñini kide̩, kakini, Jihofa O̩jo̩-we̩ chʼe̩ne̩ kʼi atʼuwe̩ o̩gba daba, una ki afʼe̩wñ liye̩ i che; owñ le̩ afʼuma chile̩che̩, owñ ako ma dajane̩ o̩gba-we̩, oñ uwe̩ abʼuma gbʼane̩ le̩, kʼe̩ la aje̩ ñwu ma lenyo̩ rʼane̩ piopio, alu ki Jihofa ka ñw e̩ le̩."
DEU,9,4,"Abu ki Jihofa mʼuma ko rinyo̩ bʼe̩ o̩gba te̩, e̩ ki ka ef e̩do̩-we̩ kakini, Todu o̩kpakpa e-mi oñ Jihofa dʼumi wa kʼu ne̩ ane̩-i n; abu ki chʼutodu e̩wñ ebita kʼabo uche̩ichi-i ache oñ Jihofa ane ma dufu bʼe̩ o̩gba te̩."
DEU,9,5,"I chʼutodu o̩kpakpa e-we̩, abe̩k utodu o̩kpakpa e̩do̩-we̩, oñ uwe̩ anyi o̩mo̩ kʼe̩ nʼane̩-ma n; chai tod e̩wñ ebita kʼabo uche̩ichi-i che oñ Jihofa O̩jo̩-we̩ ane ma dufu bʼe̩ o̩gba te̩, todu kʼi je̩ ñw o̩la ki Jihofa go̩ ñw amata-we̩ lonyane̩, Ebraham kpai Aise̩k kpai Je̩ko̩b le̩."
DEU,9,6,"Todule̩ uwe̩ ki ma kakini, I chʼutodu o̩kpakpa e-we̩ oñ Jihofa O̩jo̩-we̩ adʼane̩ ki nyo̩-i ñw e̩ kʼe̩ ne̩ n; todu uwe̩ chʼamone̩ ku ma fʼo̩lo̩ lo."
DEU,9,7,"Ibe-we̩ ki kado, e̩ ki gbenyo̩ n, alu kʼe̩ nyi Jihofa O̩jo̩-we̩ uwe̩do̩ ef aje̩tachi le̩; akwo o̩jo̩ kʼuwe̩ kwʼoj ane̩ Ijipti dufu, gbogbo taku me̩ wʼugbo kide̩, ame̩ te̩talañuru Jihofa."
DEU,9,8,"Me̩ ño̩ nyi Jihofa uwe̩do̩ Ho̩re̩b ge̩, oñ Jihofa we̩do̩ rʼume̩, i tene kʼi fʼume̩ chile̩che̩."
DEU,9,9,"Egba kʼu nyʼoj uwo kʼu gbʼalo okuta, owñ chʼalo e-alo ki Jihofa kpe̩ kpai ame̩ le̩, kʼomi la gugu oj uwo le̩ o̩ro̩ka o̩gbo̩ meji kpai odu o̩gbo̩ meji; u la je̩ e̩wñ n, u la ñmʼomiofo n."
DEU,9,10,Taku Jihofa mʼalo okuta meji e-kʼo̩mo̩wo̩ O̩jo̩ kʼolubutu nyʼu le̩ ko ñwu mi; oñ o̩la du ki Jihofa ko̩la ñwu me̩ oj uwo kwʼalumeji una o̩jo̩ ujeju le̩ chʼe̩ko̩ nyʼu.
DEU,9,11,"Tak i lewatu, e̩gba kʼo̩ro̩ka o̩gbo̩ meji kpai odu o̩gbo̩ meji le̩ kpoji, taku Jihofa mʼalo okuta meji le̩ ko ñwu mi, owñ chʼalo e-alo kʼi kpe̩ le̩."
DEU,9,12,"Taku Jihofa ka ñwu mi kakini, Kwane̩, kʼe̩ gwo̩ru kwʼemi alo piopio; todu amone̩-we̩ kʼe̩ mʼuma ko kwʼIjipti dufu wa le̩ fʼo̩la-ma kpabie̩ me̩; ma hika muna bʼo̩na e-kʼomi ñwa ñwu ma te̩ piopio; ma fʼojibo da ñw o̩la-ma me̩."
DEU,9,13,"Taku Jihofa ño̩ ka ñwu mi kakini, Omi fʼamone̩-i li me̩, go, amone̩ kʼo̩lo̩-ma chʼe̩lo ma che;"
DEU,9,14,"tʼumi no̩ kʼu nafʼuma chile̩che̩, kʼu fʼodu-ma kpalu bʼo̩gane̩ efojale-i te̩; tak u nadʼuwe̩ che uche̩ichi amone̩ ki nʼukpahiu kʼi ño̩ nana tʼama le."
DEU,9,15,"Abe̩le̩ u murida, oñ u gwo̩ru kwoj uwo le̩ wane̩, uwo le̩ najo una; alo okuta meji kʼo̩la alo kʼi kpe̩ chʼe̩ko̩ nyʼo̩la-wñ la jʼef o̩wo̩-mi meji."
DEU,9,16,"Tak u li, me̩ la go, ame̩ fʼadure Jihofa O̩jo̩-me̩ ta e̩gbale̩ me̩; ame̩ fʼo̩mokuno̩ da ñw o̩la-me̩; ame̩ hika muna bʼej o̩na ki Jihofa ñwa ñwu me̩ te̩."
DEU,9,17,"Tak u gwo̩nyu alo okuta meji le̩, oñ u fʼu rikpolo kwef o̩wo̩-mi meji, u la fʼu kpo̩fo̩ eju-me̩."
DEU,9,18,"Tak u lewa bane̩ma o̩gba Jihofa o̩ro̩ka o̩gbo̩ meji kpai odu o̩gbo̩ meji dab e̩gba ejodudu le̩; u la je̩ e̩wñ n, u la ñmo̩ omiofo n, tod adure du ku me̩ ta le̩, abu ku me̩ fʼe̩wñ ki bie̩ne̩ che eju Jihofa, ku me̩ nyʼu uwe̩do̩."
DEU,9,19,"Todu u railo uwe̩do̩ kpai uke̩do̩fulu e-ki Jihofa we̩do̩ rʼume̩, i tene kʼi fʼume̩ chile̩che̩. Jihofa muda ño̩ ne̩tirʼumi iko le̩ ge̩."
DEU,9,20,"Ewe̩do̩ ki Jihofa we̩do̩ rʼAro̩n, i tene kʼi fʼu chile̩che̩; tak u ño̩ fʼo̩ko̩ gbabʼo̩ todu Aro̩n iko le̩ ge̩."
DEU,9,21,"Oñ u mʼe̩wñ adure-me̩ du, owñ chʼo̩mokuno̩ ku me̩ da le̩, oñ u nʼuna fʼu gujo, tak u fʼu guche̩ ye̩ge̩ye̩ge̩ oñ u fʼu no̩ kʼi mud ebutu; tak u kʼebutu-wñ rikpolo bʼef aji ki acha kwʼoj uwo le̩ ma."
DEU,9,22,"Oñ ugbo Tabe̩ra kpai Masa kpai Kibro̩t-hatafa ge̩, ame̩ ño̩ nyu Jihofa uwe̩do̩ ge̩."
DEU,9,23,"Tak e̩gba ki Jihofa fu me̩ kpuche̩ akwo Kede̩sh-barnea, kʼi kakini, Me̩ mute̩gu nyʼagbʼane̩ e-kʼomi du ñwu me̩ le̩, me̩ ko̩ enetirʼo̩la ki Jihofa O̩jo̩-me̩ nʼalu-wñ ka ñwu me̩, me̩ la ko̩ edʼo̩la-wñ rʼochochi, me̩ laño̩ ko̩ egbʼomu-wñ gbo̩."
DEU,9,24,Ame̩ te̩talañuru Jihofa akwo o̩jo̩ kʼu ma me̩.
DEU,9,25,"Abe̩le̩ oñ u lewa bane̩ma o̩gba Jihofa o̩ro̩ka o̩gbo̩ meji kpai odu o̩gbo̩ meji le̩, todabu ki Jihofa ka kʼi afʼume̩ chile̩che̩."
DEU,9,26,"Oñ u rodubo̩ Jihofa, u kakini, O Ondu Jihofa, e̩ ki fʼamone̩-we̩ kpai e̩wñ ogu-we̩ chile̩che̩ n, owñ chʼe-kʼuwe̩ nʼunana-we̩ gba tane̩, kʼe̩ laño̩ nʼo̩wo̩ ugbiti ko ma kwʼane̩ Ijipti dufu wa le̩."
DEU,9,27,"E̩ nadibekado amadu-we̩ Ebraham kpai Aise̩k kpai Jeko̩b; e̩ ki go ugbite̩re̩ amone̩-i kpai e̩wñ ebita-ma kpai adure-ma n,"
DEU,9,28,"tode̩gba kʼabo ane̩ ugbo kʼe̩ ko wa kwo dufu le̩ akakini, Todabu ku Jihofa ma neke ko ma wʼoj ane̩ e-kʼi katane̩ ñwu ma n, kpai todabu kʼi chulaka ma, oñ i mʼuma ko dufu wa kʼi kpa ma ef aje̩tachi-i."
DEU,9,29,"Todu amone̩ e-we̩ kpai e̩wñ ogu e-we̩ ma che, e-kʼuwe̩ nʼo̩wo̩ e̩gbiti kpai o̩wo̩-we̩ ki nadala te̩ ko ma dufu wa-i."
DEU,10,1,"Iko le̩ Jihofa ka ñwu mi kakini, Fʼalo okuta meji gbe̩ ñw o̩la-we̩ dab e-ejodudu le̩, kʼe̩ lewa ugbo mi oj uwo-i, e̩ ki ño̩ fʼakpati oli che."
